Symbol,sentiment,sentiment_score,MACD,MACD Signal,MACD Diff,sma3_minus_close,sma6_minus_close,sma9_minus_close,sma12_minus_close,sma15_minus_close,sma18_minus_close,sma21_minus_close,sma24_minus_close,sma27_minus_close,oil,oil_pct_1,oil_pct_2,oil_pct_3,oil_pct_4,gold,gold_pct_1,gold_pct_2,gold_pct_3,gold_pct_4,^FVX,^TNX,^TYX,^FVX_log_yoy,^TNX_log_yoy,^TYX_log_yoy
HAL,0.0006025489468301788,0.005764004185414518,0.019328873807626445,0.5811302629634785,0.015158474170713105,0.009559617716292703,0.013605476632221102,0.008036113126748354,0.013542403022525896,0.0023972345232565278,0.004805273576088814,0.01465366603417807,0.003252679747554926,0.006121203893080021,0.038536645279240035,0.011849230424029257,0.02373170138591471,0.008882733642299115,0.012849532092912938,0.030486939812496852,0.008112131974538693,0.005702330713739664,0.004740622707367015,0.005442768864538347,0.0266926139820308,0.04136744392910754,0.016909483079160913,0.029445995176402714,0.014921272271449203,0.02237072231876296
UDR,0.0020676950815688763,0.015468699808451726,0.01244567603587801,0.14297681494524728,0.017881774723727286,0.005390108279195902,0.012208294844932433,0.16325976731761724,0.024628739504798602,0.037634601315538314,0.025340342268690346,0.011560382030474861,0.012975704661563243,0.015565779447626224,0.05837287959856503,0.005932767920441809,0.020909714547271994,0.01164004235327066,0.023614647789235277,0.04536783239909492,0.029397852890880403,0.009071385531650721,0.009447631378056695,0.003582189847026411,0.12165686037999497,0.06170388626107538,0.09164590377303987,0.003920307689438674,0.0030823156124373374,0.0012494017632096945
ACN,0.0,0.014175015642220071,0.030443063242243915,0.5208150469011293,0.015159343197297398,0.022007255994251185,0.03685873805640518,0.02245813363726951,0.019567562572354112,0.008021270006344066,0.02427711051234389,0.04410267331045419,0.02681742969984616,0.03348209406847782,0.013322999145715868,0.00671570886213421,0.009412605829774325,0.008518019360338431,0.038446486416894056,0.0032212096910678124,0.020529131813146046,0.008311661186154258,0.005570077465888928,0.007386867098521629,0.008199003747333043,0.0058672506412177855,0.009575902678015447,0.005419543989417806,0.014015292482614744,0.017303502751128918
DHR,0.00019410747648757003,0.00662501556593448,0.11678586249307511,0.2027575771708674,0.02499877252376823,0.012961753088126925,0.010813109440805253,0.01801039506231121,0.062444633063712736,0.012913667620108479,0.02027430943460603,0.008178305892421729,0.01852362640826613,0.10010270051624645,0.006321515974199006,0.03651587281489009,0.02022544648160249,0.010168742724553455,0.010868678811679704,0.019299134157158174,0.07121785137395299,0.03753129065495073,0.06056209709031308,0.029082445966237037,0.014524274665756667,0.016122719916465817,0.0199194253322357,0.010927366272766645,0.008108375043440422,0.013020926963060106
NTRS,8.293692613904295e-05,0.018790393120826407,0.011899546058489549,0.35467027110029936,0.009996045327616276,0.05787898336490665,0.07050481515497288,0.018037157323186958,0.009097830234044238,0.02445526929826974,0.0057306210062481105,0.013648945686087917,0.056867874006334806,0.06781420217330546,0.01093371312830613,0.030842550082429428,0.052623696782904794,0.018700025547257807,0.008898824703383138,0.005882928386209496,0.018081047663170254,0.027039345966022185,0.017892405927846224,0.03960815438151747,0.00477019862343101,0.011516134948889293,0.013368133774009227,0.010844678892992645,0.004899600687381121,0.004623669723522415
FIS,0.005195580367561867,0.020781475177135435,0.01135806164665012,0.17993837169515384,0.006634490837631231,0.026616407459748758,0.018073808470301236,0.12164902767059735,0.018563436217852742,0.018441274570960113,0.017958511879398335,0.040971875987127336,0.0447871654088525,0.029945887657618443,0.02279521852211,0.033535466990608456,0.03328531310487753,0.02176242897768317,0.018801254616645554,0.03949769270962489,0.04359755643942857,0.023974075842560668,0.00698849260033049,0.04595061999324944,0.0592956852598771,0.02008022844721827,0.024281520171827248,0.014859927653537068,0.009664554132357091,0.020714589491475154
CSCO,0.0,0.02829172921843319,0.016634934049038153,0.17150004364503216,0.03959649362144174,0.018540322945577677,0.029927006440998223,0.003558713846888849,0.02226983067833536,0.021402717963170087,0.007204164588093243,0.005891633108894981,0.010231710903519884,0.04649157279477061,0.037964267587755514,0.04838810819939381,0.053687773718298054,0.06675937594904112,0.09456298138588172,0.09607610255158243,0.021744401332528047,0.010971150693994503,0.014957271280868024,0.017736496027415775,0.011644236530319655,0.02239049554322327,0.023825728975427066,0.033602483017618,0.009522491238481435,0.014625762163977277
JCI,9.625177711613148e-09,0.0489071345667872,0.016802691045685738,0.15996109159144767,0.018416082239660896,0.019377274612807863,0.013421027749820272,0.0015602233150528064,0.005897305555680774,0.01149490270326396,0.022610168146294525,0.009266106391728512,0.006993647151917132,0.01095714980204067,0.08610736220293418,0.018220828920860323,0.0071734049403298855,0.010522434608156819,0.016799647197458405,0.20093893441477656,0.007758984581536397,0.01707725587919743,0.017013287452333,0.011602785725037337,0.14174618906384262,0.041093216515470474,0.02930504647901172,0.01576266880199036,0.012171879094314627,0.021041259625384008
SLB,0.0017248432246377864,0.018031001276286346,0.010640248956807395,0.524771958271244,0.014872842891161248,0.016584229842790354,0.003335793677098917,0.024640254917442914,0.005870174979226674,0.0028173079919363788,0.001968366825756637,0.003841780739658363,0.009014297913813581,0.00731957698360537,0.028122875626296864,0.009981594632040952,0.01245004331276604,0.014837218438928294,0.00873645017892405,0.025894058181729834,0.024809249043508314,0.01622365602165453,0.015175849313674156,0.014611299019425171,0.043097860182414675,0.03369110259658254,0.04117968154211012,0.036320339167139726,0.017223772513638956,0.012212271737699737
HIG,0.010428101333688166,0.018391341582944778,0.014274162331981177,0.30435240525514656,0.03454879601338825,0.03540526510297015,0.007812784940776845,0.0396014847009135,0.011574629684583757,0.005421311793086139,0.007128675683445523,0.017898873065824328,0.010545714644287978,0.040507041219175956,0.035932902407331324,0.06918226477287276,0.022314244306420337,0.01749298008390893,0.00812421785301854,0.12728730565140817,0.004345564298211946,0.006999162165303369,0.018747540143693554,0.04103331582426037,0.016004201530794543,0.025974172655737225,0.01968773655940935,0.013877498429654727,0.0070528645352593055,0.0080534414305025
